MLM_envGWAS_N,MLM_envGWAS_NHx,FarmCPU_envGWAS_N,FarmCPU_envGWAS_NHx,Fst_N_maize,Fst_NHx_maize,MLM_envGWAS_N_sorghum,MLM_envGWAS_NHx_sorghum,FarmCPU_envGWAS_N_sorghum,FarmCPU_envGWAS_NHx_sorghum,Fst_N_Sorghum,Fst_NHx_sorghum,Fst_IndianChief,Fst_Jarvis,TajimaD_Jarvis,TajimaD_IndianChief
Zm00001eb172200,Zm00001eb291210,Zm00001eb008660,Zm00001eb180900,Zm00001eb192740,Zm00001eb014810,Zm00001eb309530,Zm00001eb078110,Zm00001eb430620,Zm00001eb036330,Zm00001eb221750,Zm00001eb297250,Zm00001eb020670,Zm00001eb001880,Zm00001eb044130,Zm00001eb413580
Zm00001eb172210,Zm00001eb154260,Zm00001eb008670,Zm00001eb427760,Zm00001eb192750,Zm00001eb014820,Zm00001eb076260,Zm00001eb022380,Zm00001eb400230,Zm00001eb126710,Zm00001eb330890,Zm00001eb303080,Zm00001eb020680,Zm00001eb001890,Zm00001eb044140,Zm00001eb366550
Zm00001eb398180,Zm00001eb154270,Zm00001eb240910,Zm00001eb427770,Zm00001eb192760,Zm00001eb132340,Zm00001eb314250,Zm00001eb337170,Zm00001eb312740,Zm00001eb075900,Zm00001eb042670,Zm00001eb096090,Zm00001eb270090,Zm00001eb382970,Zm00001eb044160,Zm00001eb366560
Zm00001eb398190,Zm00001eb154280,Zm00001eb240920,Zm00001eb427780,Zm00001eb192770,Zm00001eb132350,Zm00001eb141960,Zm00001eb253080,Zm00001eb252550,Zm00001eb105220,Zm00001eb094520,Zm00001eb067170,Zm00001eb270100,Zm00001eb382980,Zm00001eb226200,Zm00001eb318660
Zm00001eb398210,Zm00001eb154290,Zm00001eb240930,Zm00001eb427790,Zm00001eb192780,Zm00001eb191150,Zm00001eb212200,Zm00001eb212200,Zm00001eb057970,Zm00001eb080970,Zm00001eb351850,Zm00001eb230780,Zm00001eb173950,Zm00001eb382990,Zm00001eb226070,Zm00001eb318680
Zm00001eb398220,Zm00001eb110460,Zm00001eb240940,Zm00001eb427800,Zm00001eb268170,Zm00001eb191160,Zm00001eb353610,Zm00001eb078060,Zm00001eb415750,Zm00001eb072870,Zm00001eb349450,Zm00001eb319550,Zm00001eb414870,Zm00001eb383000,Zm00001eb130860,Zm00001eb318690
Zm00001eb398230,Zm00001eb110470,Zm00001eb297070,Zm00001eb322130,Zm00001eb267700,Zm00001eb191170,Zm00001eb201570,Zm00001eb145770,Zm00001eb171700,Zm00001eb131160,Zm00001eb085940,Zm00001eb345400,Zm00001eb414900,Zm00001eb383120,Zm00001eb130870,Zm00001eb318700
Zm00001eb047160,Zm00001eb110480,Zm00001eb297100,Zm00001eb322140,Zm00001eb267710,Zm00001eb191180,Zm00001eb411910,Zm00001eb359060,Zm00001eb011200,Zm00001eb339040,Zm00001eb433640,Zm00001eb319030,Zm00001eb414910,Zm00001eb383130,Zm00001eb130880,Zm00001eb347030
Zm00001eb047170,Zm00001eb110490,Zm00001eb297110,Zm00001eb322150,Zm00001eb191930,Zm00001eb191190,Zm00001eb440670,Zm00001eb174170,Zm00001eb397150,Zm00001eb359370,Zm00001eb190410,Zm00001eb286610,Zm00001eb414920,Zm00001eb146530,Zm00001eb130890,Zm00001eb347020
Zm00001eb047190,Zm00001eb110500,Zm00001eb297120,Zm00001eb322160,Zm00001eb191940,Zm00001eb191210,Zm00001eb414450,Zm00001eb387560,Zm00001eb431210,Zm00001eb013220,Zm00001eb415670,Zm00001eb290220,Zm00001eb414940,Zm00001eb130260,Zm00001eb130910,Zm00001eb175410
Zm00001eb043700,Zm00001eb110510,Zm00001eb297140,Zm00001eb102570,Zm00001eb190970,Zm00001eb191220,Zm00001eb100050,Zm00001eb440670,Zm00001eb043190,Zm00001eb076890,Zm00001eb331010,Zm00001eb112020,Zm00001eb138290,Zm00001eb130270,Zm00001eb130920,Zm00001eb175420
Zm00001eb043710,Zm00001eb359710,Zm00001eb297150,Zm00001eb102580,Zm00001eb190990,Zm00001eb268320,Zm00001eb159210,Zm00001eb137520,Zm00001eb052070,Zm00001eb119470,Zm00001eb331300,Zm00001eb123260,Zm00001eb138300,Zm00001eb130310,Zm00001eb130930,Zm00001eb118300
Zm00001eb043720,Zm00001eb359720,Zm00001eb425230,Zm00001eb378140,Zm00001eb191000,Zm00001eb268330,Zm00001eb275630,Zm00001eb232190,Zm00001eb108650,Zm00001eb257880,Zm00001eb305810,Zm00001eb297890,Zm00001eb138310,Zm00001eb041970,Zm00001eb236520,Zm00001eb118310
Zm00001eb334410,Zm00001eb359730,Zm00001eb425240,Zm00001eb378150,Zm00001eb191010,Zm00001eb268340,Zm00001eb221690,Zm00001eb336890,Zm00001eb043450,Zm00001eb285860,Zm00001eb331120,Zm00001eb065690,Zm00001eb138330,Zm00001eb041980,Zm00001eb236530,Zm00001eb176250
Zm00001eb334420,Zm00001eb388200,Zm00001eb425250,Zm00001eb378160,Zm00001eb191230,Zm00001eb092510,Zm00001eb212180,Zm00001eb212180,Zm00001eb174590,Zm00001eb070110,Zm00001eb111760,Zm00001eb297770,Zm00001eb138340,Zm00001eb093090,Zm00001eb319460,Zm00001eb176260
Zm00001eb334430,Zm00001eb388210,Zm00001eb425260,Zm00001eb137290,Zm00001eb191240,Zm00001eb092520,Zm00001eb366080,Zm00001eb072790,Zm00001eb307670,Zm00001eb364960,Zm00001eb126390,Zm00001eb076010,Zm00001eb138350,Zm00001eb421920,Zm00001eb131080,Zm00001eb176270
Zm00001eb334440,Zm00001eb393380,Zm00001eb425270,Zm00001eb137300,Zm00001eb191250,Zm00001eb092530,Zm00001eb190280,Zm00001eb275010,Zm00001eb010090,Zm00001eb278600,Zm00001eb351770,Zm00001eb126630,Zm00001eb098920,Zm00001eb421930,Zm00001eb382690,Zm00001eb084480
Zm00001eb334450,Zm00001eb375200,Zm00001eb425280,Zm00001eb137310,Zm00001eb191260,Zm00001eb410820,Zm00001eb307360,Zm00001eb428030,Zm00001eb177180,Zm00001eb164440,Zm00001eb034840,Zm00001eb382360,Zm00001eb098930,Zm00001eb421940,Zm00001eb225130,Zm00001eb273720
Zm00001eb334460,Zm00001eb375210,Zm00001eb425290,Zm00001eb156860,Zm00001eb191270,Zm00001eb235130,Zm00001eb173520,Zm00001eb074740,Zm00001eb013300,Zm00001eb189190,Zm00001eb034920,Zm00001eb433040,Zm00001eb215060,Zm00001eb403670,Zm00001eb225140,Zm00001eb273730
Zm00001eb334470,Zm00001eb375220,Zm00001eb425300,Zm00001eb156870,Zm00001eb191290,Zm00001eb414000,Zm00001eb107930,Zm00001eb083500,Zm00001eb389140,Zm00001eb187280,Zm00001eb434100,Zm00001eb067370,Zm00001eb215070,Zm00001eb403680,Zm00001eb428640,Zm00001eb221140
Zm00001eb343460,Zm00001eb001810,Zm00001eb230860,Zm00001eb156880,Zm00001eb191310,Zm00001eb026810,Zm00001eb018020,Zm00001eb427500,Zm00001eb339080,Zm00001eb395970,Zm00001eb007140,Zm00001eb368450,Zm00001eb215080,Zm00001eb403690,Zm00001eb428650,Zm00001eb221150
Zm00001eb289040,Zm00001eb001820,Zm00001eb230870,Zm00001eb156890,Zm00001eb191320,Zm00001eb026820,Zm00001eb405200,Zm00001eb260420,Zm00001eb378030,Zm00001eb400230,Zm00001eb331510,Zm00001eb351740,Zm00001eb215090,Zm00001eb403700,Zm00001eb428660,Zm00001eb221160
Zm00001eb289050,Zm00001eb001830,Zm00001eb230880,Zm00001eb156910,Zm00001eb191330,Zm00001eb182000,Zm00001eb394050,Zm00001eb358700,Zm00001eb070600,Zm00001eb252550,Zm00001eb434310,Zm00001eb139480,Zm00001eb215100,Zm00001eb403710,Zm00001eb234110,Zm00001eb221170
Zm00001eb322660,Zm00001eb001840,Zm00001eb230890,Zm00001eb156920,Zm00001eb191340,Zm00001eb031250,Zm00001eb048140,Zm00001eb232230,Zm00001eb352920,Zm00001eb294290,Zm00001eb308610,Zm00001eb130570,Zm00001eb215110,Zm00001eb403720,Zm00001eb134490,Zm00001eb361640
Zm00001eb322670,Zm00001eb232020,Zm00001eb230900,Zm00001eb156930,Zm00001eb191350,Zm00001eb031270,Zm00001eb427500,Zm00001eb021430,Zm00001eb169410,Zm00001eb198690,Zm00001eb330990,Zm00001eb067270,Zm00001eb215120,Zm00001eb403730,Zm00001eb129010,Zm00001eb361650
Zm00001eb322690,Zm00001eb014000,Zm00001eb052720,Zm00001eb144540,Zm00001eb191360,Zm00001eb031280,Zm00001eb141870,Zm00001eb118870,Zm00001eb257130,Zm00001eb367660,Zm00001eb331130,Zm00001eb360400,Zm00001eb215130,Zm00001eb403740,Zm00001eb136940,Zm00001eb281140
Zm00001eb322710,Zm00001eb014010,Zm00001eb052730,Zm00001eb144560,Zm00001eb191370,Zm00001eb343660,Zm00001eb373190,Zm00001eb181120,Zm00001eb434020,Zm00001eb013500,Zm00001eb289950,Zm00001eb149070,Zm00001eb389780,Zm00001eb403750,Zm00001eb225340,Zm00001eb281150
Zm00001eb392700,Zm00001eb300740,Zm00001eb052740,Zm00001eb144570,Zm00001eb191380,Zm00001eb130050,Zm00001eb230780,Zm00001eb062200,Zm00001eb390580,Zm00001eb314270,Zm00001eb305760,Zm00001eb139460,Zm00001eb389800,Zm00001eb403760,Zm00001eb205260,Zm00001eb239900
Zm00001eb392710,Zm00001eb300750,Zm00001eb052750,Zm00001eb144580,Zm00001eb268120,Zm00001eb031240,Zm00001eb414360,Zm00001eb062120,Zm00001eb072090,Zm00001eb054690,Zm00001eb434230,Zm00001eb386940,Zm00001eb389810,Zm00001eb403770,Zm00001eb423570,Zm00001eb279240
Zm00001eb392720,Zm00001eb300760,Zm00001eb070720,Zm00001eb393140,Zm00001eb268130,Zm00001eb307930,Zm00001eb412830,Zm00001eb249040,Zm00001eb017400,Zm00001eb043190,Zm00001eb129160,Zm00001eb116260,Zm00001eb225170,Zm00001eb403780,Zm00001eb423580,Zm00001eb279250
Zm00001eb392730,Zm00001eb389860,Zm00001eb070730,Zm00001eb393150,Zm00001eb191980,Zm00001eb235470,Zm00001eb062200,Zm00001eb316620,Zm00001eb391550,Zm00001eb396030,Zm00001eb268050,Zm00001eb342300,Zm00001eb225190,Zm00001eb403790,Zm00001eb423590,Zm00001eb279260
Zm00001eb427190,Zm00001eb389870,Zm00001eb070740,Zm00001eb393160,Zm00001eb191990,Zm00001eb233120,Zm00001eb062120,Zm00001eb209200,Zm00001eb035630,Zm00001eb269160,Zm00001eb224410,Zm00001eb042130,Zm00001eb225200,Zm00001eb403800,Zm00001eb423600,Zm00001eb279270
Zm00001eb427200,Zm00001eb008930,Zm00001eb070750,Zm00001eb393170,Zm00001eb192000,Zm00001eb233130,Zm00001eb125430,Zm00001eb061930,Zm00001eb231220,Zm00001eb145340,Zm00001eb034750,Zm00001eb035230,Zm00001eb020890,Zm00001eb403810,Zm00001eb423620,Zm00001eb279280
Zm00001eb427210,Zm00001eb008940,Zm00001eb070760,Zm00001eb332650,Zm00001eb192020,Zm00001eb233140,Zm00001eb412470,Zm00001eb122680,Zm00001eb266860,Zm00001eb066640,Zm00001eb106730,Zm00001eb215480,Zm00001eb017110,Zm00001eb403820,Zm00001eb423630,Zm00001eb230740
Zm00001eb427220,Zm00001eb008950,Zm00001eb363850,Zm00001eb332660,Zm00001eb192040,Zm00001eb233150,Zm00001eb088980,Zm00001eb027230,Zm00001eb196590,Zm00001eb276870,Zm00001eb034710,Zm00001eb319600,Zm00001eb017120,Zm00001eb403830,Zm00001eb423640,Zm00001eb361580
Zm00001eb427230,Zm00001eb040470,Zm00001eb363860,Zm00001eb332680,Zm00001eb192050,Zm00001eb233160,Zm00001eb261210,Zm00001eb334470,Zm00001eb312330,Zm00001eb324510,Zm00001eb146500,Zm00001eb290330,Zm00001eb424960,Zm00001eb403850,Zm00001eb056250,Zm00001eb361590
Zm00001eb427250,Zm00001eb207540,Zm00001eb363870,Zm00001eb024020,Zm00001eb264800,Zm00001eb313600,Zm00001eb100300,Zm00001eb220150,Zm00001eb023130,Zm00001eb207820,Zm00001eb034730,Zm00001eb331430,Zm00001eb118550,Zm00001eb403860,Zm00001eb228250,Zm00001eb274090
Zm00001eb427260,Zm00001eb336470,Zm00001eb363880,Zm00001eb024030,Zm00001eb264810,Zm00001eb014640,Zm00001eb173570,Zm00001eb324230,Zm00001eb309300,Zm00001eb013300,Zm00001eb331540,Zm00001eb271260,Zm00001eb374660,Zm00001eb403870,Zm00001eb228260,Zm00001eb174640
Zm00001eb427270,Zm00001eb336480,Zm00001eb363890,Zm00001eb296100,Zm00001eb264830,Zm00001eb014670,Zm00001eb286610,Zm00001eb294930,Zm00001eb353070,Zm00001eb170050,Zm00001eb034870,Zm00001eb319000,Zm00001eb374670,Zm00001eb403880,Zm00001eb228270,Zm00001eb174650
Zm00001eb427290,Zm00001eb336490,Zm00001eb363900,Zm00001eb296110,Zm00001eb194280,Zm00001eb014680,Zm00001eb290220,Zm00001eb013040,Zm00001eb073120,Zm00001eb386160,Zm00001eb116000,Zm00001eb336390,Zm00001eb374680,Zm00001eb113720,Zm00001eb228280,Zm00001eb174660
Zm00001eb427300,Zm00001eb336500,Zm00001eb363910,Zm00001eb296120,Zm00001eb194290,Zm00001eb028710,Zm00001eb231230,Zm00001eb378870,Zm00001eb195450,Zm00001eb291170,Zm00001eb074620,Zm00001eb035220,Zm00001eb389760,Zm00001eb113730,Zm00001eb228290,Zm00001eb413540
Zm00001eb234920,Zm00001eb231700,Zm00001eb363920,Zm00001eb296130,Zm00001eb194300,Zm00001eb399640,Zm00001eb178270,Zm00001eb075380,Zm00001eb364580,Zm00001eb389140,Zm00001eb242940,Zm00001eb331590,Zm00001eb389770,Zm00001eb382420,Zm00001eb322070,Zm00001eb139810
Zm00001eb234930,Zm00001eb231720,Zm00001eb130200,Zm00001eb296140,Zm00001eb194310,Zm00001eb399650,Zm00001eb431170,Zm00001eb174200,Zm00001eb371000,Zm00001eb104850,Zm00001eb095620,Zm00001eb342280,Zm00001eb214310,Zm00001eb141460,Zm00001eb322080,Zm00001eb139820
Zm00001eb234940,Zm00001eb191700,Zm00001eb130210,Zm00001eb167030,Zm00001eb194320,Zm00001eb399670,Zm00001eb170900,Zm00001eb145440,Zm00001eb331890,Zm00001eb339080,Zm00001eb290650,Zm00001eb199840,Zm00001eb214320,Zm00001eb141470,Zm00001eb322090,Zm00001eb139680
Zm00001eb234950,Zm00001eb144480,Zm00001eb130220,Zm00001eb167040,Zm00001eb194330,Zm00001eb399660,Zm00001eb335080,Zm00001eb061960,Zm00001eb407470,Zm00001eb146380,Zm00001eb119260,Zm00001eb434170,Zm00001eb214330,Zm00001eb382430,Zm00001eb322100,Zm00001eb421810
Zm00001eb265810,Zm00001eb144490,Zm00001eb401310,Zm00001eb167050,Zm00001eb194340,Zm00001eb399680,Zm00001eb072100,Zm00001eb161890,Zm00001eb212840,Zm00001eb276740,Zm00001eb308720,Zm00001eb331390,Zm00001eb214340,Zm00001eb382440,Zm00001eb322110,Zm00001eb413360
Zm00001eb265820,Zm00001eb144500,Zm00001eb401320,Zm00001eb167060,Zm00001eb194350,Zm00001eb267790,Zm00001eb422760,Zm00001eb341220,Zm00001eb015210,Zm00001eb150400,Zm00001eb330900,Zm00001eb065620,Zm00001eb214350,Zm00001eb382450,Zm00001eb175100,Zm00001eb413370
Zm00001eb265830,Zm00001eb137180,Zm00001eb401330,Zm00001eb167070,Zm00001eb193770,Zm00001eb087050,Zm00001eb043640,Zm00001eb440700,Zm00001eb146810,Zm00001eb070600,Zm00001eb170200,Zm00001eb434240,Zm00001eb214360,Zm00001eb382460,Zm00001eb174880,Zm00001eb413210
Zm00001eb314620,Zm00001eb215740,Zm00001eb401340,Zm00001eb215720,Zm00001eb193780,Zm00001eb131880,Zm00001eb057820,Zm00001eb253360,Zm00001eb212470,Zm00001eb209190,Zm00001eb351840,Zm00001eb294900,Zm00001eb214370,Zm00001eb383140,Zm00001eb174900,Zm00001eb062420
Zm00001eb314630,Zm00001eb215750,Zm00001eb401350,Zm00001eb215730,Zm00001eb193790,Zm00001eb139600,Zm00001eb076080,Zm00001eb260250,Zm00001eb332460,Zm00001eb323830,Zm00001eb333440,Zm00001eb417130,Zm00001eb214380,Zm00001eb129360,Zm00001eb131340,Zm00001eb157860
Zm00001eb324170,Zm00001eb215760,Zm00001eb401360,Zm00001eb215740,Zm00001eb193820,Zm00001eb174600,Zm00001eb220150,Zm00001eb058470,Zm00001eb103110,Zm00001eb252240,Zm00001eb345560,Zm00001eb186000,Zm00001eb214390,Zm00001eb129370,Zm00001eb131350,Zm00001eb157870
Zm00001eb324180,Zm00001eb215770,Zm00001eb418560,Zm00001eb215750,Zm00001eb193830,Zm00001eb174360,Zm00001eb145600,Zm00001eb283440,Zm00001eb429610,Zm00001eb410860,Zm00001eb351800,Zm00001eb162620,Zm00001eb414410,Zm00001eb421830,Zm00001eb305700,Zm00001eb355650
Zm00001eb324190,Zm00001eb215780,Zm00001eb418570,Zm00001eb215760,Zm00001eb193840,Zm00001eb174370,Zm00001eb176760,Zm00001eb195700,Zm00001eb227660,Zm00001eb273300,Zm00001eb180400,Zm00001eb096940,Zm00001eb414420,Zm00001eb421850,Zm00001eb056260,Zm00001eb355660
Zm00001eb324200,Zm00001eb215790,Zm00001eb411350,Zm00001eb215770,Zm00001eb193850,Zm00001eb174380,Zm00001eb074970,Zm00001eb404680,Zm00001eb212250,Zm00001eb259890,Zm00001eb271820,Zm00001eb067310,Zm00001eb414430,Zm00001eb421860,Zm00001eb028710,Zm00001eb355670
Zm00001eb324210,Zm00001eb170530,Zm00001eb052030,Zm00001eb215780,Zm00001eb193860,Zm00001eb174400,Zm00001eb387810,Zm00001eb174240,Zm00001eb212930,Zm00001eb354850,Zm00001eb199800,Zm00001eb178680,Zm00001eb414450,Zm00001eb132910,Zm00001eb052420,Zm00001eb413440
Zm00001eb324220,Zm00001eb265080,Zm00001eb091800,Zm00001eb215790,Zm00001eb193870,Zm00001eb174410,Zm00001eb421370,Zm00001eb075410,Zm00001eb345660,Zm00001eb072090,Zm00001eb034780,Zm00001eb331470,Zm00001eb121350,Zm00001eb132920,Zm00001eb052430,Zm00001eb413450
Zm00001eb324230,Zm00001eb277910,Zm00001eb089580,Zm00001eb215800,Zm00001eb193890,Zm00001eb268260,Zm00001eb378230,Zm00001eb072780,Zm00001eb119210,Zm00001eb231770,Zm00001eb433730,Zm00001eb331340,Zm00001eb121360,Zm00001eb132930,Zm00001eb052440,Zm00001eb028730
Zm00001eb237820,Zm00001eb277920,Zm00001eb058120,Zm00001eb215810,Zm00001eb193900,Zm00001eb026770,Zm00001eb440700,Zm00001eb219360,Zm00001eb066760,Zm00001eb092200,Zm00001eb334420,Zm00001eb354210,Zm00001eb121370,Zm00001eb132940,Zm00001eb318590,Zm00001eb350730
Zm00001eb237830,Zm00001eb378150,Zm00001eb058130,Zm00001eb225120,Zm00001eb193910,Zm00001eb235260,Zm00001eb196650,Zm00001eb270900,Zm00001eb186990,Zm00001eb252950,Zm00001eb331460,Zm00001eb238220,Zm00001eb121380,Zm00001eb132950,Zm00001eb131130,Zm00001eb350740
Zm00001eb100980,Zm00001eb378160,Zm00001eb403110,Zm00001eb225130,Zm00001eb193920,Zm00001eb235670,Zm00001eb075510,Zm00001eb186360,Zm00001eb367460,Zm00001eb259110,Zm00001eb308130,Zm00001eb331220,Zm00001eb121390,Zm00001eb381870,Zm00001eb205270,Zm00001eb350750
Zm00001eb100990,Zm00001eb250820,Zm00001eb403120,Zm00001eb225140,Zm00001eb193930,Zm00001eb235570,Zm00001eb325700,Zm00001eb435580,Zm00001eb080320,Zm00001eb063520,Zm00001eb387040,Zm00001eb014240,Zm00001eb091810,Zm00001eb381880,Zm00001eb205280,Zm00001eb350760
Zm00001eb101000,Zm00001eb013860,Zm00001eb403130,Zm00001eb240450,Zm00001eb193940,Zm00001eb028190,Zm00001eb100980,Zm00001eb050500,Zm00001eb285970,Zm00001eb320020,Zm00001eb331080,Zm00001eb434260,Zm00001eb040180,Zm00001eb381890,Zm00001eb053810,Zm00001eb391040
Zm00001eb393120,Zm00001eb003390,Zm00001eb403140,Zm00001eb240460,Zm00001eb389270,Zm00001eb233400,Zm00001eb398870,Zm00001eb061990,Zm00001eb155810,Zm00001eb073120,Zm00001eb035030,Zm00001eb308530,Zm00001eb099150,Zm00001eb381900,Zm00001eb053820,Zm00001eb115770
Zm00001eb393130,Zm00001eb003400,Zm00001eb403150,Zm00001eb240470,Zm00001eb389280,Zm00001eb233410,Zm00001eb075410,Zm00001eb271260,Zm00001eb143660,Zm00001eb364580,Zm00001eb289960,Zm00001eb248680,Zm00001eb099160,Zm00001eb381910,Zm00001eb053830,Zm00001eb115790
Zm00001eb430880,Zm00001eb003420,Zm00001eb403160,Zm00001eb410320,Zm00001eb389290,Zm00001eb233420,Zm00001eb013970,Zm00001eb362340,Zm00001eb430380,Zm00001eb061920,Zm00001eb171080,Zm00001eb266640,Zm00001eb099170,Zm00001eb381920,Zm00001eb236630,Zm00001eb115800
Zm00001eb430890,Zm00001eb003440,Zm00001eb078280,Zm00001eb410330,Zm00001eb389300,Zm00001eb233430,Zm00001eb314300,Zm00001eb075390,Zm00001eb396240,Zm00001eb371000,Zm00001eb297820,Zm00001eb035190,Zm00001eb099180,Zm00001eb381930,Zm00001eb353870,Zm00001eb020440
Zm00001eb430910,Zm00001eb110300,Zm00001eb078290,Zm00001eb410340,Zm00001eb389310,Zm00001eb233440,Zm00001eb386940,Zm00001eb260370,Zm00001eb147230,Zm00001eb132620,Zm00001eb290670,Zm00001eb388490,Zm00001eb099190,Zm00001eb383160,Zm00001eb422430,Zm00001eb020450
Zm00001eb430920,Zm00001eb280080,Zm00001eb078300,Zm00001eb197130,Zm00001eb389320,Zm00001eb267700,Zm00001eb414720,Zm00001eb195490,Zm00001eb336490,Zm00001eb218490,Zm00001eb033850,Zm00001eb351700,Zm00001eb099200,Zm00001eb383170,Zm00001eb422440,Zm00001eb175810
Zm00001eb430930,Zm00001eb256740,Zm00001eb078320,Zm00001eb197140,Zm00001eb389330,Zm00001eb182090,Zm00001eb018040,Zm00001eb346800,Zm00001eb055050,Zm00001eb057630,Zm00001eb228790,Zm00001eb149990,Zm00001eb099210,Zm00001eb383180,Zm00001eb087940,Zm00001eb175820
Zm00001eb430940,Zm00001eb256750,Zm00001eb397470,Zm00001eb325570,Zm00001eb267650,Zm00001eb182100,Zm00001eb076340,Zm00001eb413300,Zm00001eb379090,Zm00001eb112870,Zm00001eb076030,Zm00001eb339860,Zm00001eb317230,Zm00001eb383190,Zm00001eb116850,Zm00001eb084540
Zm00001eb001910,Zm00001eb256760,Zm00001eb397480,Zm00001eb325580,Zm00001eb267660,Zm00001eb343670,Zm00001eb438410,Zm00001eb275040,Zm00001eb387360,Zm00001eb212470,Zm00001eb434220,Zm00001eb170930,Zm00001eb017450,Zm00001eb031100,Zm00001eb116860,Zm00001eb179450
Zm00001eb001920,Zm00001eb361040,Zm00001eb397490,Zm00001eb325590,Zm00001eb267670,Zm00001eb343680,Zm00001eb147650,Zm00001eb044430,Zm00001eb071470,Zm00001eb044690,Zm00001eb228780,Zm00001eb319010,Zm00001eb017460,Zm00001eb357320,Zm00001eb143430,Zm00001eb152920
Zm00001eb001940,Zm00001eb332660,Zm00001eb397500,Zm00001eb325600,Zm00001eb267680,Zm00001eb224940,Zm00001eb151440,Zm00001eb375200,Zm00001eb344900,Zm00001eb212100,Zm00001eb007130,Zm00001eb136620,Zm00001eb017470,Zm00001eb028620,Zm00001eb143440,Zm00001eb152930
Zm00001eb389500,Zm00001eb241900,Zm00001eb397510,Zm00001eb325610,Zm00001eb193310,Zm00001eb224950,Zm00001eb196640,Zm00001eb071880,Zm00001eb387010,Zm00001eb212250,Zm00001eb345550,Zm00001eb221750,Zm00001eb017480,Zm00001eb097570,Zm00001eb143450,Zm00001eb152940
Zm00001eb261210,Zm00001eb241910,Zm00001eb397520,Zm00001eb433100,Zm00001eb193320,Zm00001eb027940,Zm00001eb267600,Zm00001eb326960,Zm00001eb211900,Zm00001eb433110,Zm00001eb112090,Zm00001eb004510,Zm00001eb017490,Zm00001eb097580,Zm00001eb175060,Zm00001eb152950
Zm00001eb261230,Zm00001eb401120,Zm00001eb397530,Zm00001eb433110,Zm00001eb192560,Zm00001eb027950,Zm00001eb230680,Zm00001eb378830,Zm00001eb335100,Zm00001eb021310,Zm00001eb034700,Zm00001eb368490,Zm00001eb017500,Zm00001eb097590,Zm00001eb175070,Zm00001eb273740
Zm00001eb226820,Zm00001eb401130,Zm00001eb422410,Zm00001eb433120,Zm00001eb192570,Zm00001eb027960,Zm00001eb061990,Zm00001eb249130,Zm00001eb394480,Zm00001eb119210,Zm00001eb223810,Zm00001eb065820,Zm00001eb017510,Zm00001eb084600,Zm00001eb226270,Zm00001eb175300
Zm00001eb226830,Zm00001eb401140,Zm00001eb225020,Zm00001eb433130,Zm00001eb267790,Zm00001eb027970,Zm00001eb236370,Zm00001eb187060,Zm00001eb392000,Zm00001eb066760,Zm00001eb288080,Zm00001eb319680,Zm00001eb086370,Zm00001eb084610,Zm00001eb226280,Zm00001eb175310
Zm00001eb226840,Zm00001eb401150,Zm00001eb247530,Zm00001eb433140,Zm00001eb226740,Zm00001eb027980,Zm00001eb387780,Zm00001eb075460,Zm00001eb405230,Zm00001eb133440,Zm00001eb007170,Zm00001eb123450,Zm00001eb086380,Zm00001eb084620,Zm00001eb423650,Zm00001eb175450
Zm00001eb226850,Zm00001eb289410,Zm00001eb247540,Zm00001eb433150,Zm00001eb226760,Zm00001eb027990,Zm00001eb348570,Zm00001eb189440,Zm00001eb009500,Zm00001eb150860,Zm00001eb331500,Zm00001eb094520,Zm00001eb086390,Zm00001eb084630,Zm00001eb423670,Zm00001eb239870
Zm00001eb124910,Zm00001eb289420,Zm00001eb168250,Zm00001eb433160,Zm00001eb226770,Zm00001eb132480,Zm00001eb293490,Zm00001eb428100,Zm00001eb417340,Zm00001eb367460,Zm00001eb331170,Zm00001eb126440,Zm00001eb086400,Zm00001eb138530,Zm00001eb423680,Zm00001eb239880
Zm00001eb124920,Zm00001eb289430,Zm00001eb168260,Zm00001eb433170,Zm00001eb226780,Zm00001eb182010,Zm00001eb367310,Zm00001eb375230,Zm00001eb338680,Zm00001eb155810,Zm00001eb289980,Zm00001eb351850,Zm00001eb149670,Zm00001eb130300,Zm00001eb423690,Zm00001eb202400
Zm00001eb124930,Zm00001eb061550,Zm00001eb278410,Zm00001eb433180,Zm00001eb226800,Zm00001eb182020,Zm00001eb141900,Zm00001eb388770,Zm00001eb093240,Zm00001eb153580,Zm00001eb126420,Zm00001eb024210,Zm00001eb149680,Zm00001eb237540,Zm00001eb423700,Zm00001eb202410
Zm00001eb124940,Zm00001eb040450,Zm00001eb278420,Zm00001eb186850,Zm00001eb190610,Zm00001eb078350,Zm00001eb438420,Zm00001eb309340,Zm00001eb166270,Zm00001eb418220,Zm00001eb094380,Zm00001eb208760,Zm00001eb318090,Zm00001eb237550,Zm00001eb423710,Zm00001eb176370
Zm00001eb124950,Zm00001eb040460,Zm00001eb278450,Zm00001eb186860,Zm00001eb190620,Zm00001eb078360,Zm00001eb205990,Zm00001eb324220,Zm00001eb061070,Zm00001eb365820,Zm00001eb111680,Zm00001eb149030,Zm00001eb318100,Zm00001eb097480,Zm00001eb294660,Zm00001eb430700
Zm00001eb346860,Zm00001eb227950,Zm00001eb278460,Zm00001eb186870,Zm00001eb192270,Zm00001eb078370,Zm00001eb353640,Zm00001eb252990,Zm00001eb153350,Zm00001eb174770,Zm00001eb065710,Zm00001eb219230,Zm00001eb215210,Zm00001eb097490,Zm00001eb294670,Zm00001eb430710
